street_address,postal_code,latitude,longitude,link,page,num,address_locality,address_region,scrape_generated,link_new,is_same,property
1306 Superior Ave,15212,40.468166,-80.03027,https://www.trulia.com/p/pa/pittsburgh/1306-superior-ave-pittsburgh-pa-15212--2014109628,178,15,Pittsburgh,PA,1306 superior ave pittsburgh pa 15212,1306 superior ave pittsburgh pa 15212,1,0
156 Fieldgate Dr,15241,40.345943,-80.05929,https://www.trulia.com/p/pa/pittsburgh/156-fieldgate-dr-pittsburgh-pa-15241--2014301159,178,16,Pittsburgh,PA,156 fieldgate dr pittsburgh pa 15241,156 fieldgate dr pittsburgh pa 15241,1,0
3479 Clearfield St,15204,40.453403,-80.07407,https://www.trulia.com/p/pa/pittsburgh/3479-clearfield-st-pittsburgh-pa-15204--2014050715,178,17,Pittsburgh,PA,3479 clearfield st pittsburgh pa 15204,3479 clearfield st pittsburgh pa 15204,1,0
143 Link Ave,15237,40.53711,-80.04208,https://www.trulia.com/p/pa/pittsburgh/143-link-ave-pittsburgh-pa-15237--2014270936,178,18,Pittsburgh,PA,143 link ave pittsburgh pa 15237,143 link ave pittsburgh pa 15237,1,0
121 Kent Dr,15241,40.35011,-80.064224,https://www.trulia.com/p/pa/pittsburgh/121-kent-dr-pittsburgh-pa-15241--2014299685,178,19,Pittsburgh,PA,121 kent dr pittsburgh pa 15241,121 kent dr pittsburgh pa 15241,1,0
3261 Langfitt Ave,15212,40.474274,-80.03623,https://www.trulia.com/p/pa/pittsburgh/3261-langfitt-ave-pittsburgh-pa-15212--2014115820,178,20,Pittsburgh,PA,3261 langfitt ave pittsburgh pa 15212,3261 langfitt ave pittsburgh pa 15212,1,0
4617 Carlton St,15201,40.47143,-79.95582,https://www.trulia.com/p/pa/pittsburgh/4617-carlton-st-pittsburgh-pa-15201--2123458845,178,21,Pittsburgh,PA,4617 carlton st pittsburgh pa 15201,4617 carlton st pittsburgh pa 15201,1,0
246 Fisk St,15201,40.46812,-79.9605,https://www.trulia.com/p/pa/pittsburgh/246-fisk-st-pittsburgh-pa-15201--2014033294,178,22,Pittsburgh,PA,246 fisk st pittsburgh pa 15201,246 fisk st pittsburgh pa 15201,1,0
817 Londonderry Dr,15234,40.377777,-80.01055,https://www.trulia.com/p/pa/pittsburgh/817-londonderry-dr-pittsburgh-pa-15234--2014237458,178,23,Pittsburgh,PA,817 londonderry dr pittsburgh pa 15234,817 londonderry dr pittsburgh pa 15234,1,0
5415 Broad St,15206,40.465683,-79.935,https://www.trulia.com/p/pa/pittsburgh/5415-broad-st-pittsburgh-pa-15206--2014066077,178,24,Pittsburgh,PA,5415 broad st pittsburgh pa 15206,5415 broad st pittsburgh pa 15206,1,0
129 Penhurst Dr,15235,40.428555,-79.82458,https://www.trulia.com/p/pa/pittsburgh/129-penhurst-dr-pittsburgh-pa-15235--2014241532,178,25,Pittsburgh,PA,129 penhurst dr pittsburgh pa 15235,129 penhurst dr pittsburgh pa 15235,1,0
204 Van Buren Cir,15229,40.526974,-80.03052,https://www.trulia.com/p/pa/pittsburgh/204-van-buren-cir-pittsburgh-pa-15229--2014225344,178,26,Pittsburgh,PA,204 van buren cir pittsburgh pa 15229,204 van buren cir pittsburgh pa 15229,1,0
128 Maywood St,15214,40.467995,-80.012375,https://www.trulia.com/p/pa/pittsburgh/128-maywood-st-pittsburgh-pa-15214--2014125477,178,27,Pittsburgh,PA,128 maywood st pittsburgh pa 15214,128 maywood st pittsburgh pa 15214,1,0
1500 Cochran Rd #600,15243,40.391518,-80.057175,https://www.trulia.com/p/pa/pittsburgh/1500-cochran-rd-600-pittsburgh-pa-15243--2014308077,178,28,Pittsburgh,PA,1500 cochran rd 600 pittsburgh pa 15243,1500 cochran rd 600 pittsburgh pa 15243,1,0
115 High St,15223,40.49863,-79.94838,https://www.trulia.com/p/pa/pittsburgh/115-high-st-pittsburgh-pa-15223--2014191402,178,29,Pittsburgh,PA,115 high st pittsburgh pa 15223,115 high st pittsburgh pa 15223,1,0
928 Braddock Rd,15221,40.43186,-79.85364,https://www.trulia.com/p/pa/pittsburgh/928-braddock-rd-pittsburgh-pa-15221--2014188649,179,0,Pittsburgh,PA,928 braddock rd pittsburgh pa 15221,928 braddock rd pittsburgh pa 15221,1,0
542 Teece Ave,15202,40.498188,-80.05552,https://www.trulia.com/p/pa/pittsburgh/542-teece-ave-pittsburgh-pa-15202--2014041820,179,1,Pittsburgh,PA,542 teece ave pittsburgh pa 15202,542 teece ave pittsburgh pa 15202,1,0
1010 Margarite Dr,15216,40.394302,-80.05603,https://www.trulia.com/p/pa/pittsburgh/1010-margarite-dr-pittsburgh-pa-15216--2163178387,179,2,Pittsburgh,PA,1010 margarite dr pittsburgh pa 15216,1010 margarite dr pittsburgh pa 15216,1,0
61 Sunnyhill Dr,15228,40.362892,-80.05037,https://www.trulia.com/p/pa/pittsburgh/61-sunnyhill-dr-pittsburgh-pa-15228--2014221275,179,3,Pittsburgh,PA,61 sunnyhill dr pittsburgh pa 15228,61 sunnyhill dr pittsburgh pa 15228,1,0
2120 Greentree Rd #204E,15220,40.39238,-80.07268,https://www.trulia.com/p/pa/pittsburgh/2120-greentree-rd-204e-pittsburgh-pa-15220--2014171621,179,4,Pittsburgh,PA,2120 greentree rd 204e pittsburgh pa 15220,2120 greentree rd 204e pittsburgh pa 15220,1,0
333 S Highland Ave #903,15206,40.45628,-79.92477,https://www.trulia.com/p/pa/pittsburgh/333-s-highland-ave-903-pittsburgh-pa-15206--2089355615,179,5,Pittsburgh,PA,333 s highland ave 903 pittsburgh pa 15206,333 s highland ave 903 pittsburgh pa 15206,1,0
617 Patrick St,15209,40.485565,-79.9717,https://www.trulia.com/p/pa/pittsburgh/617-patrick-st-pittsburgh-pa-15209--2014088173,179,6,Pittsburgh,PA,617 patrick st pittsburgh pa 15209,617 patrick st pittsburgh pa 15209,1,0
8193 Thompson Run Rd,15237,40.55523,-80.00044,https://www.trulia.com/p/pa/pittsburgh/8193-thompson-run-rd-pittsburgh-pa-15237--2014281402,179,7,Pittsburgh,PA,8193 thompson run rd pittsburgh pa 15237,8193 thompson run rd pittsburgh pa 15237,1,0
5600 Munhall Rd #703,15217,40.433315,-79.92632,https://www.trulia.com/p/pa/pittsburgh/5600-munhall-rd-703-pittsburgh-pa-15217--2014151393,179,8,Pittsburgh,PA,5600 munhall rd 703 pittsburgh pa 15217,5600 munhall rd 703 pittsburgh pa 15217,1,0
2394 Hollywood Dr,15235,40.450977,-79.85302,https://www.trulia.com/p/pa/pittsburgh/2394-hollywood-dr-pittsburgh-pa-15235--2014246306,179,9,Pittsburgh,PA,2394 hollywood dr pittsburgh pa 15235,2394 hollywood dr pittsburgh pa 15235,1,0
5567 Camelia St,15201,40.48173,-79.94406,https://www.trulia.com/p/pa/pittsburgh/5567-camelia-st-pittsburgh-pa-15201--2014037517,179,10,Pittsburgh,PA,5567 camelia st pittsburgh pa 15201,5567 camelia st pittsburgh pa 15201,1,0
5655 Janet Dr,15236,40.34434,-80.010216,https://www.trulia.com/p/pa/pittsburgh/5655-janet-dr-pittsburgh-pa-15236--2014265124,179,11,Pittsburgh,PA,5655 janet dr pittsburgh pa 15236,5655 janet dr pittsburgh pa 15236,1,0
303 Forest Ridge Dr,15221,40.425343,-79.847015,https://www.trulia.com/p/pa/pittsburgh/303-forest-ridge-dr-pittsburgh-pa-15221--1011333976,179,12,Pittsburgh,PA,303 forest ridge dr pittsburgh pa 15221,303 forest ridge dr pittsburgh pa 15221,1,0
23 N Meadowcroft Ave,15216,40.38761,-80.04689,https://www.trulia.com/p/pa/pittsburgh/23-n-meadowcroft-ave-pittsburgh-pa-15216--1117524817,179,13,Pittsburgh,PA,23 n meadowcroft ave pittsburgh pa 15216,23 n meadowcroft ave pittsburgh pa 15216,1,0
459 Marietta Pl,15228,40.383984,-80.0511,https://www.trulia.com/p/pa/pittsburgh/459-marietta-pl-pittsburgh-pa-15228--1118913167,179,14,Pittsburgh,PA,459 marietta pl pittsburgh pa 15228,459 marietta pl pittsburgh pa 15228,1,0
206 Datura Dr,15235,40.46524,-79.83428,https://www.trulia.com/p/pa/pittsburgh/206-datura-dr-pittsburgh-pa-15235--2014244836,179,15,Pittsburgh,PA,206 datura dr pittsburgh pa 15235,206 datura dr pittsburgh pa 15235,1,0
5053 Ampere St,15207,40.408264,-79.93796,https://www.trulia.com/p/pa/pittsburgh/5053-ampere-st-pittsburgh-pa-15207--2014075707,179,16,Pittsburgh,PA,5053 ampere st pittsburgh pa 15207,5053 ampere st pittsburgh pa 15207,1,0
714 Seavey Rd,15209,40.49235,-79.967896,https://www.trulia.com/p/pa/pittsburgh/714-seavey-rd-pittsburgh-pa-15209--2014088427,179,17,Pittsburgh,PA,714 seavey rd pittsburgh pa 15209,714 seavey rd pittsburgh pa 15209,1,0
37 Roxbury Rd,15221,40.420784,-79.85805,https://www.trulia.com/p/pa/pittsburgh/37-roxbury-rd-pittsburgh-pa-15221--2014183358,179,19,Pittsburgh,PA,37 roxbury rd pittsburgh pa 15221,37 roxbury rd pittsburgh pa 15221,1,0
6662 Frankstown Ave,15206,40.45868,-79.909065,https://www.trulia.com/p/pa/pittsburgh/6662-frankstown-ave-pittsburgh-pa-15206--2014069831,179,20,Pittsburgh,PA,6662 frankstown ave pittsburgh pa 15206,6662 frankstown ave pittsburgh pa 15206,1,0
17 Sherwood Rd,15221,40.429672,-79.85864,https://www.trulia.com/p/pa/pittsburgh/17-sherwood-rd-pittsburgh-pa-15221--2014180075,179,21,Pittsburgh,PA,17 sherwood rd pittsburgh pa 15221,17 sherwood rd pittsburgh pa 15221,1,0
147 Spring St,15223,40.502335,-79.9565,https://www.trulia.com/p/pa/pittsburgh/147-spring-st-pittsburgh-pa-15223--2014191816,179,22,Pittsburgh,PA,147 spring st pittsburgh pa 15223,147 spring st pittsburgh pa 15223,1,0
58 Pasadena St,15211,40.423656,-80.00204,https://www.trulia.com/p/pa/pittsburgh/58-pasadena-st-pittsburgh-pa-15211--2014105826,179,23,Pittsburgh,PA,58 pasadena st pittsburgh pa 15211,58 pasadena st pittsburgh pa 15211,1,0
132 Poplargrove St,15210,40.39643,-79.985054,https://www.trulia.com/p/pa/pittsburgh/132-poplargrove-st-pittsburgh-pa-15210--2014090657,179,24,Pittsburgh,PA,132 poplargrove st pittsburgh pa 15210,132 poplargrove st pittsburgh pa 15210,1,0
909 Bellaire Ave,15226,40.3937,-80.01784,https://www.trulia.com/p/pa/pittsburgh/909-bellaire-ave-pittsburgh-pa-15226--2014204951,179,25,Pittsburgh,PA,909 bellaire ave pittsburgh pa 15226,909 bellaire ave pittsburgh pa 15226,1,0
644 Newport Dr,15235,40.45298,-79.82772,https://www.trulia.com/p/pa/pittsburgh/644-newport-dr-pittsburgh-pa-15235--2014252273,179,26,Pittsburgh,PA,644 newport dr pittsburgh pa 15235,644 newport dr pittsburgh pa 15235,1,0
355 44th St,15201,40.469063,-79.95608,https://www.trulia.com/p/pa/pittsburgh/355-44th-st-pittsburgh-pa-15201--2014034451,179,27,Pittsburgh,PA,355 44th st pittsburgh pa 15201,355 44th st pittsburgh pa 15201,1,0
201 Marion Ave,15221,40.42077,-79.84813,https://www.trulia.com/p/pa/pittsburgh/201-marion-ave-pittsburgh-pa-15221--2014180685,179,28,Pittsburgh,PA,201 marion ave pittsburgh pa 15221,201 marion ave pittsburgh pa 15221,1,0
1150 Michael Dr,15227,40.395535,-79.964714,https://www.trulia.com/p/pa/pittsburgh/1150-michael-dr-pittsburgh-pa-15227--2014205991,179,29,Pittsburgh,PA,1150 michael dr pittsburgh pa 15227,1150 michael dr pittsburgh pa 15227,1,0
325 Clements Rd,15239,40.487846,-79.76206,https://www.trulia.com/p/pa/pittsburgh/325-clements-rd-pittsburgh-pa-15239--2014294028,180,0,Pittsburgh,PA,325 clements rd pittsburgh pa 15239,325 clements rd pittsburgh pa 15239,1,0
5 Greeley St,15203,40.424133,-79.9739,https://www.trulia.com/p/pa/pittsburgh/5-greeley-st-pittsburgh-pa-15203--2163080229,180,1,Pittsburgh,PA,5 greeley st pittsburgh pa 15203,5 greeley st pittsburgh pa 15203,1,0
1506 Beechwood Blvd,15217,40.44191,-79.91747,https://www.trulia.com/p/pa/pittsburgh/1506-beechwood-blvd-pittsburgh-pa-15217--2014147169,180,2,Pittsburgh,PA,1506 beechwood blvd pittsburgh pa 15217,1506 beechwood blvd pittsburgh pa 15217,1,0
110 Margaret St,15210,40.4107,-79.98932,https://www.trulia.com/p/pa/pittsburgh/110-margaret-st-pittsburgh-pa-15210--1141983732,180,3,Pittsburgh,PA,110 margaret st pittsburgh pa 15210,110 margaret st pittsburgh pa 15210,1,0
407 Lorenz Ave,15220,40.446102,-80.03701,https://www.trulia.com/p/pa/pittsburgh/407-lorenz-ave-pittsburgh-pa-15220--2014173309,180,4,Pittsburgh,PA,407 lorenz ave pittsburgh pa 15220,407 lorenz ave pittsburgh pa 15220,1,0
3116 Middletown Rd,15204,40.450764,-80.065956,https://www.trulia.com/p/pa/pittsburgh/3116-middletown-rd-pittsburgh-pa-15204--2014049981,180,5,Pittsburgh,PA,3116 middletown rd pittsburgh pa 15204,3116 middletown rd pittsburgh pa 15204,1,0
3521 Wallace Dr,15227,40.37989,-79.96016,https://www.trulia.com/p/pa/pittsburgh/3521-wallace-dr-pittsburgh-pa-15227--2014212045,180,6,Pittsburgh,PA,3521 wallace dr pittsburgh pa 15227,3521 wallace dr pittsburgh pa 15227,1,0
1225 Arkansas Ave,15216,40.39282,-80.03089,https://www.trulia.com/p/pa/pittsburgh/1225-arkansas-ave-pittsburgh-pa-15216--2014137850,180,7,Pittsburgh,PA,1225 arkansas ave pittsburgh pa 15216,1225 arkansas ave pittsburgh pa 15216,1,0
425 N Neville St #307,15213,40.451015,-79.948105,https://www.trulia.com/p/pa/pittsburgh/425-n-neville-st-307-pittsburgh-pa-15213--2089360038,180,8,Pittsburgh,PA,425 n neville st 307 pittsburgh pa 15213,425 n neville st 307 pittsburgh pa 15213,1,0
1631 Roosevelt Rd,15237,40.54868,-80.101395,https://www.trulia.com/p/pa/pittsburgh/1631-roosevelt-rd-pittsburgh-pa-15237--2014272382,180,9,Pittsburgh,PA,1631 roosevelt rd pittsburgh pa 15237,1631 roosevelt rd pittsburgh pa 15237,1,0
190 43rd St,15201,40.47079,-79.96086,https://www.trulia.com/p/pa/pittsburgh/190-43rd-st-pittsburgh-pa-15201--1117011914,180,10,Pittsburgh,PA,190 43rd st pittsburgh pa 15201,190 43rd st pittsburgh pa 15201,1,0
84 Markham Dr,15228,40.365616,-80.05787,https://www.trulia.com/p/pa/pittsburgh/84-markham-dr-pittsburgh-pa-15228--1045866961,180,11,Pittsburgh,PA,84 markham dr pittsburgh pa 15228,84 markham dr pittsburgh pa 15228,1,0
1204 Lehigh Rd,15205,40.43625,-80.085266,https://www.trulia.com/p/pa/pittsburgh/1204-lehigh-rd-pittsburgh-pa-15205--1142836734,180,12,Pittsburgh,PA,1204 lehigh rd pittsburgh pa 15205,1204 lehigh rd pittsburgh pa 15205,1,0
1708 Duffield St,15206,40.486008,-79.92886,https://www.trulia.com/p/pa/pittsburgh/1708-duffield-st-pittsburgh-pa-15206--1116836096,180,13,Pittsburgh,PA,1708 duffield st pittsburgh pa 15206,1708 duffield st pittsburgh pa 15206,1,0
451 Terrace Dr,15238,40.537003,-79.85082,https://www.trulia.com/p/pa/pittsburgh/451-terrace-dr-pittsburgh-pa-15238--2014288694,180,14,Pittsburgh,PA,451 terrace dr pittsburgh pa 15238,451 terrace dr pittsburgh pa 15238,1,0
23 Lawrence St,15209,40.486813,-79.97158,https://www.trulia.com/p/pa/pittsburgh/23-lawrence-st-pittsburgh-pa-15209--2014086418,180,15,Pittsburgh,PA,23 lawrence st pittsburgh pa 15209,23 lawrence st pittsburgh pa 15209,1,0
214 Marylea Ave,15227,40.371815,-79.97965,https://www.trulia.com/p/pa/pittsburgh/214-marylea-ave-pittsburgh-pa-15227--2014208333,180,16,Pittsburgh,PA,214 marylea ave pittsburgh pa 15227,214 marylea ave pittsburgh pa 15227,1,0
615 Overbrook Blvd,15210,40.384693,-79.994385,https://www.trulia.com/p/pa/pittsburgh/615-overbrook-blvd-pittsburgh-pa-15210--2014099838,180,17,Pittsburgh,PA,615 overbrook blvd pittsburgh pa 15210,615 overbrook blvd pittsburgh pa 15210,1,0
330 Streets Run Rd,15236,40.345608,-79.98103,https://www.trulia.com/p/pa/pittsburgh/330-streets-run-rd-pittsburgh-pa-15236--2014258878,180,18,Pittsburgh,PA,330 streets run rd pittsburgh pa 15236,330 streets run rd pittsburgh pa 15236,1,0
3234 Beechdale St,15227,40.378273,-79.96857,https://www.trulia.com/p/pa/pittsburgh/3234-beechdale-st-pittsburgh-pa-15227--2014211088,180,19,Pittsburgh,PA,3234 beechdale st pittsburgh pa 15227,3234 beechdale st pittsburgh pa 15227,1,0
1228 Malvern Ave,15217,40.44238,-79.93565,https://www.trulia.com/p/pa/pittsburgh/1228-malvern-ave-pittsburgh-pa-15217--2014146530,180,20,Pittsburgh,PA,1228 malvern ave pittsburgh pa 15217,1228 malvern ave pittsburgh pa 15217,1,0
1512 Richard Dr,15234,40.35679,-80.0221,https://www.trulia.com/p/pa/pittsburgh/1512-richard-dr-pittsburgh-pa-15234--2014233539,180,21,Pittsburgh,PA,1512 richard dr pittsburgh pa 15234,1512 richard dr pittsburgh pa 15234,1,0
260 Hillcrest Cir,15237,40.544502,-80.02675,https://www.trulia.com/p/pa/pittsburgh/260-hillcrest-cir-pittsburgh-pa-15237--2014275646,180,22,Pittsburgh,PA,260 hillcrest cir pittsburgh pa 15237,260 hillcrest cir pittsburgh pa 15237,1,0
3250 Kennett Sq,15213,40.434975,-79.96063,https://www.trulia.com/p/pa/pittsburgh/3250-kennett-sq-pittsburgh-pa-15213--1118249028,180,23,Pittsburgh,PA,3250 kennett sq pittsburgh pa 15213,3250 kennett sq pittsburgh pa 15213,1,0
2307 Mission St,15203,40.42332,-79.97322,https://www.trulia.com/p/pa/pittsburgh/2307-mission-st-pittsburgh-pa-15203--2014045656,180,24,Pittsburgh,PA,2307 mission st pittsburgh pa 15203,2307 mission st pittsburgh pa 15203,1,0
760 Glengarry Ct,15239,40.50271,-79.75577,https://www.trulia.com/p/pa/pittsburgh/760-glengarry-ct-pittsburgh-pa-15239--2014297863,180,25,Pittsburgh,PA,760 glengarry ct pittsburgh pa 15239,760 glengarry ct pittsburgh pa 15239,1,0
407 Fox Chapel Rd,15238,40.51624,-79.88005,https://www.trulia.com/p/pa/pittsburgh/407-fox-chapel-rd-pittsburgh-pa-15238--1118649926,180,26,Pittsburgh,PA,407 fox chapel rd pittsburgh pa 15238,407 fox chapel rd pittsburgh pa 15238,1,0
3330-3332 Portola Ave,15214,40.481335,-80.01186,https://www.trulia.com/p/pa/pittsburgh/3330-3332-portola-ave-pittsburgh-pa-15214--2361804326,180,27,Pittsburgh,PA,3330-3332 portola ave pittsburgh pa 15214,3330 3332 portola ave pittsburgh pa 15214,0,0
3468 Ligonier St,15201,40.46332,-79.96453,https://www.trulia.com/p/pa/pittsburgh/3468-ligonier-st-pittsburgh-pa-15201--2138710743,180,28,Pittsburgh,PA,3468 ligonier st pittsburgh pa 15201,3468 ligonier st pittsburgh pa 15201,1,0
656 Margaret St,15210,40.40816,-79.98386,https://www.trulia.com/p/pa/pittsburgh/656-margaret-st-pittsburgh-pa-15210--2163124113,180,29,Pittsburgh,PA,656 margaret st pittsburgh pa 15210,656 margaret st pittsburgh pa 15210,1,0
122 Dorseyville Rd,15215,40.513584,-79.93456,https://www.trulia.com/p/pa/pittsburgh/122-dorseyville-rd-pittsburgh-pa-15215--2014132436,181,1,Pittsburgh,PA,122 dorseyville rd pittsburgh pa 15215,122 dorseyville rd pittsburgh pa 15215,1,0
116 Parker St,15223,40.494045,-79.95368,https://www.trulia.com/p/pa/pittsburgh/116-parker-st-pittsburgh-pa-15223--2014191417,181,2,Pittsburgh,PA,116 parker st pittsburgh pa 15223,116 parker st pittsburgh pa 15223,1,0
335 Mohican Ave,15237,40.57114,-80.04355,https://www.trulia.com/p/pa/pittsburgh/335-mohican-ave-pittsburgh-pa-15237--2014276975,181,3,Pittsburgh,PA,335 mohican ave pittsburgh pa 15237,335 mohican ave pittsburgh pa 15237,1,0
151-157 Riverview Ave,15214,40.48255,-80.01776,https://www.trulia.com/p/pa/pittsburgh/151-157-riverview-ave-pittsburgh-pa-15214--2361806517,181,4,Pittsburgh,PA,151-157 riverview ave pittsburgh pa 15214,151 157 riverview ave pittsburgh pa 15214,0,0
5028 Bahama Dr,15239,40.4868,-79.70637,https://www.trulia.com/p/pa/pittsburgh/5028-bahama-dr-pittsburgh-pa-15239--2014295847,181,5,Pittsburgh,PA,5028 bahama dr pittsburgh pa 15239,5028 bahama dr pittsburgh pa 15239,1,0
7126 McPherson Blvd,15208,40.451958,-79.900856,https://www.trulia.com/p/pa/pittsburgh/7126-mcpherson-blvd-pittsburgh-pa-15208--2014080643,181,6,Pittsburgh,PA,7126 mcpherson blvd pittsburgh pa 15208,7126 mcpherson blvd pittsburgh pa 15208,1,0
143 Bailey Ave,15211,40.42732,-80.00327,https://www.trulia.com/p/pa/pittsburgh/143-bailey-ave-pittsburgh-pa-15211--2014102229,181,7,Pittsburgh,PA,143 bailey ave pittsburgh pa 15211,143 bailey ave pittsburgh pa 15211,1,0
419 Highland Rd,15235,40.459003,-79.83571,https://www.trulia.com/p/pa/pittsburgh/419-highland-rd-pittsburgh-pa-15235--1150500406,181,8,Pittsburgh,PA,419 highland rd pittsburgh pa 15235,419 highland rd pittsburgh pa 15235,1,0
1132 Oglethorpe Ave,15201,40.484562,-79.93765,https://www.trulia.com/p/pa/pittsburgh/1132-oglethorpe-ave-pittsburgh-pa-15201--2014031895,181,9,Pittsburgh,PA,1132 oglethorpe ave pittsburgh pa 15201,1132 oglethorpe ave pittsburgh pa 15201,1,0
120 West Rd,15209,40.505966,-79.97648,https://www.trulia.com/p/pa/pittsburgh/120-west-rd-pittsburgh-pa-15209--2014084441,181,10,Pittsburgh,PA,120 west rd pittsburgh pa 15209,120 west rd pittsburgh pa 15209,1,0
14 Evans Ave,15205,40.44342,-80.06991,https://www.trulia.com/p/pa/pittsburgh/14-evans-ave-pittsburgh-pa-15205--2014054079,181,11,Pittsburgh,PA,14 evans ave pittsburgh pa 15205,14 evans ave pittsburgh pa 15205,1,0
743 Pinetree Rd,15243,40.3903,-80.066956,https://www.trulia.com/p/pa/pittsburgh/743-pinetree-rd-pittsburgh-pa-15243--2014310752,181,12,Pittsburgh,PA,743 pinetree rd pittsburgh pa 15243,743 pinetree rd pittsburgh pa 15243,1,0
405 Kambach St,15211,40.426365,-79.99957,https://www.trulia.com/p/pa/pittsburgh/405-kambach-st-pittsburgh-pa-15211--1005656489,181,13,Pittsburgh,PA,405 kambach st pittsburgh pa 15211,405 kambach st pittsburgh pa 15211,1,0
1129 Edith Ave,15236,40.325928,-79.99025,https://www.trulia.com/p/pa/pittsburgh/1129-edith-ave-pittsburgh-pa-15236--2014255165,181,14,Pittsburgh,PA,1129 edith ave pittsburgh pa 15236,1129 edith ave pittsburgh pa 15236,1,0
3215 Eastmont Ave,15216,40.386803,-80.036316,https://www.trulia.com/p/pa/pittsburgh/3215-eastmont-ave-pittsburgh-pa-15216--2014144429,181,15,Pittsburgh,PA,3215 eastmont ave pittsburgh pa 15216,3215 eastmont ave pittsburgh pa 15216,1,0
3157 Ashlyn St,15204,40.457317,-80.05786,https://www.trulia.com/p/pa/pittsburgh/3157-ashlyn-st-pittsburgh-pa-15204--2014050110,181,16,Pittsburgh,PA,3157 ashlyn st pittsburgh pa 15204,3157 ashlyn st pittsburgh pa 15204,1,0
121 Marose Dr,15235,40.453747,-79.83314,https://www.trulia.com/p/pa/pittsburgh/121-marose-dr-pittsburgh-pa-15235--2014241037,181,17,Pittsburgh,PA,121 marose dr pittsburgh pa 15235,121 marose dr pittsburgh pa 15235,1,0
105 N Euclid Ave,15202,40.495995,-80.04978,https://www.trulia.com/p/pa/pittsburgh/105-n-euclid-ave-pittsburgh-pa-15202--2089351281,181,18,Pittsburgh,PA,105 n euclid ave pittsburgh pa 15202,105 n euclid ave pittsburgh pa 15202,1,0
326 Lynnwood Dr,15235,40.448788,-79.836624,https://www.trulia.com/p/pa/pittsburgh/326-lynnwood-dr-pittsburgh-pa-15235--2014248691,181,19,Pittsburgh,PA,326 lynnwood dr pittsburgh pa 15235,326 lynnwood dr pittsburgh pa 15235,1,0
